zone,motion,vibration,timestamp
Warehouse,4.41,1.17,2026-02-25 13:09:55.555027
Border,8.18,4.09,2026-02-25 13:09:57.610776
Warehouse,0.1,0.51,2026-02-25 13:09:59.747706
ControlRoom,3.55,5.96,2026-02-25 13:10:01.875753
Warehouse,13.62,0.27,2026-02-25 13:10:03.989855
ControlRoom,10.4,2.43,2026-02-25 13:10:06.076654
Border,1.36,5.29,2026-02-25 13:10:08.258421
Border,3.54,0.27,2026-02-25 13:10:10.426777
Border,5.71,11.92,2026-02-25 13:10:12.455982
ControlRoom,5.24,13.81,2026-02-25 13:10:14.594471
Border,12.13,4.92,2026-02-25 13:10:16.648933
Warehouse,9.32,0.39,2026-02-25 13:10:18.767980
Border,3.16,10.61,2026-02-25 13:10:20.799333
Border,8.6,10.4,2026-02-25 13:10:22.950363
Border,2.94,3.11,2026-02-25 13:10:23.356738
ControlRoom,4.49,2.29,2026-02-25 13:10:25.469701
Warehouse,3.64,7.96,2026-02-25 13:10:27.541633
Border,14.6,6.5,2026-02-25 13:10:29.590404
ControlRoom,6.95,4.77,2026-02-25 13:10:31.693216
ControlRoom,4.3,4.32,2026-02-25 13:10:33.864051
Border,12.79,8.5,2026-02-25 13:10:35.926815
Border,0.22,8.29,2026-02-25 13:10:37.976395
Border,7.52,14.8,2026-02-25 13:10:40.123111
Border,13.4,5.78,2026-02-25 13:10:42.313686
Warehouse,3.44,14.96,2026-02-25 13:10:44.401074
Border,11.38,4.8,2026-02-25 13:10:46.461206
ControlRoom,2.57,4.7,2026-02-25 13:10:48.638148
Border,5.81,1.83,2026-02-25 13:10:50.687860
Border,9.58,6.59,2026-02-25 13:10:52.730191
Warehouse,8.86,0.93,2026-02-25 13:10:53.203088
ControlRoom,7.85,11.84,2026-02-25 13:10:55.313752
Border,8.64,6.81,2026-02-25 13:10:57.368797
ControlRoom,5.87,13.69,2026-02-25 13:10:59.416500
Warehouse,9.98,4.08,2026-02-25 13:11:01.446438
Border,2.67,2.01,2026-02-25 13:11:03.523147
Warehouse,10.85,8.77,2026-02-25 13:11:05.588353
ControlRoom,1.27,13.61,2026-02-25 13:11:07.743623
Warehouse,7.91,11.09,2026-02-25 13:11:09.773886
ControlRoom,0.06,6.34,2026-02-25 13:11:11.851226
Border,14.42,14.56,2026-02-25 13:11:13.948706
ControlRoom,11.71,14.21,2026-02-25 13:11:16.148284
ControlRoom,4.36,3.13,2026-02-25 13:11:18.179125
Warehouse,14.9,9.33,2026-02-25 13:11:20.287436
Warehouse,7.95,2.2,2026-02-25 13:11:22.422356
Border,11.52,11.22,2026-02-25 13:11:24.591463
Warehouse,13.82,14.26,2026-02-25 13:11:25.015648
ControlRoom,9.44,13.65,2026-02-25 13:11:27.048546
Warehouse,11.48,2.28,2026-02-25 13:11:29.084554
Border,1.41,11.29,2026-02-25 13:11:31.127354
ControlRoom,0.42,0.11,2026-02-25 13:11:33.158151
ControlRoom,14.19,2.6,2026-02-25 13:11:35.189899
Warehouse,9.08,6.01,2026-02-25 13:11:37.222030
Border,12.9,14.64,2026-02-25 13:11:39.339777
Warehouse,11.8,14.56,2026-02-25 13:11:41.430743
ControlRoom,12.32,12.77,2026-02-25 13:11:43.460103
Border,8.56,5.34,2026-02-25 13:11:45.632992
Warehouse,13.73,8.97,2026-02-25 13:11:47.677585
Border,8.13,11.73,2026-02-25 13:11:49.784546
ControlRoom,5.21,13.49,2026-02-25 13:11:51.808617
Warehouse,12.53,7.33,2026-02-25 13:11:53.966368
ControlRoom,9.4,12.14,2026-02-25 13:11:56.035423
Border,4.64,6.44,2026-02-25 13:11:56.692335
ControlRoom,13.17,9.63,2026-02-25 13:11:58.723883
Border,2.3,14.54,2026-02-25 13:12:00.762114
Border,1.09,12.38,2026-02-25 13:12:02.864845
Border,14.05,9.34,2026-02-25 13:12:05.042595
ControlRoom,7.24,3.69,2026-02-25 13:12:07.101348
ControlRoom,14.75,6.97,2026-02-25 13:12:09.161345
Border,1.08,3.95,2026-02-25 13:12:11.300435
Border,1.82,8.06,2026-02-25 13:12:13.497014
ControlRoom,8.21,0.37,2026-02-25 13:12:15.568694
ControlRoom,12.99,7.46,2026-02-25 13:12:17.641303
Warehouse,14.18,3.5,2026-02-25 13:12:19.823274
Warehouse,10.19,2.76,2026-02-25 13:12:22.017904
ControlRoom,14.31,8.13,2026-02-25 13:12:24.050598
ControlRoom,4.74,8.36,2026-02-25 13:12:26.088966
Warehouse,12.66,5.84,2026-02-25 13:12:26.521798
Border,9.0,9.41,2026-02-25 13:12:28.570919
Border,6.71,3.96,2026-02-25 13:12:30.730765
Warehouse,4.78,2.15,2026-02-25 13:12:32.759795
Warehouse,13.33,7.09,2026-02-25 13:12:34.901278
Border,10.44,6.53,2026-02-25 13:12:36.989792
Warehouse,14.48,11.58,2026-02-25 13:12:39.220246
Border,2.65,0.24,2026-02-25 13:12:41.344921
ControlRoom,5.97,7.71,2026-02-25 13:12:43.530992
ControlRoom,12.87,12.04,2026-02-25 13:12:45.645991
ControlRoom,14.18,5.21,2026-02-25 13:12:47.811272
Border,6.1,12.13,2026-02-25 13:12:49.962327
Border,0.23,2.31,2026-02-25 13:12:52.021680
Border,13.9,2.55,2026-02-25 13:12:54.162201
Border,3.12,13.14,2026-02-25 13:12:56.308551
Border,14.62,3.61,2026-02-25 13:12:58.352347
Border,2.34,5.44,2026-02-25 13:12:58.385100
Border,8.14,4.4,2026-02-25 13:13:00.480759
Border,1.36,14.88,2026-02-25 13:13:02.516061
ControlRoom,11.44,3.65,2026-02-25 13:13:04.577577
Warehouse,4.01,8.27,2026-02-25 13:13:06.623501
Warehouse,1.47,6.4,2026-02-25 13:13:08.756242
ControlRoom,0.02,1.02,2026-02-25 13:13:10.809003
Warehouse,13.99,7.38,2026-02-25 13:13:12.944034
Warehouse,0.11,5.88,2026-02-25 13:13:15.010614
ControlRoom,2.51,3.9,2026-02-25 13:13:17.214617
Warehouse,14.75,1.31,2026-02-25 13:13:19.325529
Border,7.9,7.0,2026-02-25 13:13:21.508952
ControlRoom,5.7,13.93,2026-02-25 13:13:23.605116
Border,4.96,1.64,2026-02-25 13:13:25.647558
Border,9.99,4.11,2026-02-25 13:13:27.753044
ControlRoom,11.92,0.76,2026-02-25 13:13:28.242837
Border,10.71,1.68,2026-02-25 13:13:30.312115
ControlRoom,9.49,4.52,2026-02-25 13:13:32.386704
Border,6.35,5.7,2026-02-25 13:13:34.464523
Warehouse,1.17,14.74,2026-02-25 13:13:36.557650
Warehouse,9.92,9.27,2026-02-25 13:13:38.598395
Warehouse,0.75,10.67,2026-02-25 13:13:40.628721
Warehouse,4.94,9.39,2026-02-25 13:13:42.717218
ControlRoom,5.57,8.28,2026-02-25 13:13:44.768528
ControlRoom,9.21,13.12,2026-02-25 13:13:46.926003
ControlRoom,0.98,14.31,2026-02-25 13:13:48.968446
ControlRoom,8.21,11.13,2026-02-25 13:13:51.020429
ControlRoom,0.02,3.38,2026-02-25 13:13:53.069991
ControlRoom,8.54,0.52,2026-02-25 13:13:55.135960
Warehouse,12.2,0.3,2026-02-25 13:13:57.192068
Border,0.15,4.92,2026-02-25 13:13:59.331675
ControlRoom,6.1,8.39,2026-02-25 13:13:59.675844
Border,0.99,4.03,2026-02-25 13:14:01.722909
Border,1.33,10.28,2026-02-25 13:14:03.795637
ControlRoom,14.81,12.95,2026-02-25 13:14:05.829221
ControlRoom,14.7,11.64,2026-02-25 13:14:07.864064
Warehouse,1.12,6.97,2026-02-25 13:14:09.897679
Border,1.87,0.4,2026-02-25 13:14:11.978952
Border,11.24,1.03,2026-02-25 13:14:14.019417
Warehouse,14.78,4.02,2026-02-25 13:14:16.059519
Border,8.89,9.69,2026-02-25 13:14:18.106292
Warehouse,14.79,8.53,2026-02-25 13:14:20.155375
Warehouse,3.81,2.26,2026-02-25 13:14:22.206066
Warehouse,11.37,2.21,2026-02-25 13:14:24.260108
Border,4.28,10.88,2026-02-25 13:14:26.314353
Warehouse,0.63,5.66,2026-02-25 13:14:28.421792
ControlRoom,6.33,3.99,2026-02-25 13:14:30.486551
Border,13.76,6.36,2026-02-25 13:14:30.978452
Border,1.53,8.32,2026-02-25 13:14:33.049453
ControlRoom,10.63,4.55,2026-02-25 13:14:35.125218
Warehouse,11.36,4.35,2026-02-25 13:14:37.206373
Warehouse,13.92,5.98,2026-02-25 13:14:39.338983
ControlRoom,7.83,6.95,2026-02-25 13:14:41.431095
Border,5.73,7.37,2026-02-25 13:14:43.499204
Warehouse,8.58,2.01,2026-02-25 13:14:45.532069
Warehouse,14.21,4.52,2026-02-25 13:14:47.568584
ControlRoom,4.62,14.5,2026-02-25 13:14:49.611801
Border,5.56,9.63,2026-02-25 13:14:51.728054
ControlRoom,3.61,3.32,2026-02-25 13:14:53.778134
Warehouse,1.22,12.1,2026-02-25 13:14:55.899769
ControlRoom,6.34,8.39,2026-02-25 13:14:57.956974
ControlRoom,4.07,4.73,2026-02-25 13:15:00.096078
ControlRoom,2.96,6.89,2026-02-25 13:15:00.355699
Border,11.1,11.46,2026-02-25 13:15:02.408753
ControlRoom,4.8,8.91,2026-02-25 13:15:04.442578
Border,6.08,11.04,2026-02-25 18:48:45.073390
Warehouse,8.95,12.4,2026-02-25 18:48:47.080050
Warehouse,12.78,6.31,2026-02-25 18:48:49.082689
ControlRoom,1.79,13.81,2026-02-25 18:48:51.085461
Warehouse,0.78,5.12,2026-02-25 18:48:53.088572
Warehouse,5.43,7.63,2026-02-25 18:48:55.090829
ControlRoom,7.9,1.71,2026-02-25 18:48:57.093385
ControlRoom,12.57,6.09,2026-02-25 18:48:59.096941
Warehouse,13.52,9.25,2026-02-25 18:49:01.099670
ControlRoom,11.47,13.12,2026-02-25 18:49:03.102666
Border,3.01,10.43,2026-02-25 18:49:05.105311
Border,7.07,2.95,2026-02-25 18:49:07.108984
Border,14.13,0.29,2026-02-25 18:49:09.111907
Warehouse,8.82,2.47,2026-02-25 18:49:11.114984
ControlRoom,11.04,6.53,2026-02-25 18:49:13.117335
ControlRoom,9.8,3.82,2026-02-25 18:49:15.120223
Warehouse,8.12,9.31,2026-02-25 18:49:17.122657
ControlRoom,3.99,3.21,2026-02-25 18:49:19.124766
Warehouse,14.91,13.51,2026-02-25 18:49:21.127590
Border,8.2,4.77,2026-02-25 18:49:23.129932
Warehouse,7.32,7.71,2026-02-25 18:49:25.132065
Border,11.25,2.46,2026-02-25 18:49:27.134162
Border,5.28,2.1,2026-02-25 18:49:29.137
ControlRoom,0.12,6.45,2026-02-25 18:49:31.140070
Warehouse,10.69,9.42,2026-02-25 18:49:33.142653
ControlRoom,3.77,8.63,2026-02-25 18:49:35.145216
Warehouse,3.77,8.73,2026-02-25 18:49:37.149854
ControlRoom,2.68,13.61,2026-02-25 18:49:39.154123
ControlRoom,1.32,3.78,2026-02-25 18:49:41.157695
ControlRoom,11.88,7.91,2026-02-25 18:49:43.160619
Border,1.9,5.41,2026-02-25 18:49:45.163298
Border,9.51,12.77,2026-02-25 18:49:47.165873
Warehouse,13.14,5.69,2026-02-25 18:49:49.168703
ControlRoom,4.34,9.21,2026-02-25 18:49:51.171449
Border,7.58,13.44,2026-02-25 18:49:53.173890
ControlRoom,0.94,6.79,2026-02-25 18:49:55.176661
Warehouse,7.18,9.28,2026-02-25 18:49:57.179423
Warehouse,8.29,1.92,2026-02-25 18:49:59.182188
Border,3.67,8.66,2026-02-25 18:50:01.185191
Warehouse,9.79,5.17,2026-02-25 18:50:03.187695
Border,12.07,4.07,2026-02-25 18:50:05.190282
Warehouse,1.95,3.97,2026-02-25 18:50:07.193986
Warehouse,8.21,7.28,2026-02-25 18:50:09.197178
Border,7.1,8.92,2026-02-25 18:50:11.199619
ControlRoom,9.41,11.28,2026-02-25 18:50:13.202892
Border,7.51,2.98,2026-02-25 18:50:15.205887
Border,10.12,1.43,2026-02-25 18:50:17.210117
Border,11.54,4.39,2026-02-25 18:50:19.214918
Warehouse,9.47,7.94,2026-02-25 18:50:21.218955
Warehouse,10.01,7.49,2026-02-25 18:50:23.222331
Border,6.94,4.14,2026-02-25 18:50:25.226584
ControlRoom,3.73,13.26,2026-02-25 18:50:27.230176
Border,10.87,9.11,2026-02-25 18:50:29.233698
Warehouse,3.3,10.72,2026-02-25 18:50:31.237626
Border,1.25,3.2,2026-02-25 18:50:33.241455
ControlRoom,10.05,4.07,2026-02-25 18:50:35.245004
ControlRoom,2.83,13.51,2026-02-25 18:50:37.249448
Border,5.85,12.11,2026-02-25 18:50:39.253257
ControlRoom,8.56,10.07,2026-02-25 18:50:41.257733
Warehouse,2.55,2.76,2026-02-25 18:50:43.262153
Warehouse,3.27,12.18,2026-02-25 18:50:45.268803
Warehouse,1.0,14.07,2026-02-25 18:50:47.272227
ControlRoom,0.38,13.89,2026-02-25 18:50:49.276298
Border,1.75,13.73,2026-02-25 18:50:51.280670
Warehouse,7.66,3.38,2026-02-25 18:50:53.288977
Warehouse,8.52,4.54,2026-02-25 18:50:55.294002
Border,13.3,6.82,2026-02-25 18:50:57.297561
Warehouse,1.68,11.45,2026-02-25 18:50:59.301443
Border,0.33,13.69,2026-02-25 18:51:01.304638
Warehouse,4.38,5.32,2026-02-25 18:51:03.308372
ControlRoom,10.25,11.32,2026-02-25 18:51:05.312255
ControlRoom,12.79,9.48,2026-02-25 18:51:07.317073
Warehouse,10.34,10.22,2026-02-25 18:51:09.320526
Warehouse,3.92,13.93,2026-02-25 18:51:11.325001
ControlRoom,12.79,4.9,2026-02-25 18:51:13.329777
ControlRoom,4.46,4.0,2026-02-25 18:51:15.332976
Warehouse,6.5,3.08,2026-02-25 18:51:17.336101
ControlRoom,8.97,7.41,2026-02-25 18:51:19.340520
Border,11.73,2.57,2026-02-25 18:51:21.344163
Warehouse,5.64,5.7,2026-02-25 18:51:23.347905
ControlRoom,13.51,8.21,2026-02-25 18:51:25.351426
ControlRoom,1.45,13.17,2026-02-25 18:51:27.355315
Border,5.13,2.34,2026-02-25 18:51:29.358943
Border,14.48,13.32,2026-02-25 18:51:31.362636
Warehouse,4.75,9.03,2026-02-25 18:51:33.366679
Border,13.54,11.58,2026-02-25 18:51:35.371392
Border,2.63,9.25,2026-02-25 18:51:37.375354
ControlRoom,8.55,6.8,2026-02-25 18:51:39.379658
ControlRoom,13.18,10.04,2026-02-25 18:51:41.384030
Border,7.78,5.73,2026-02-25 18:51:43.388249
Border,4.34,1.21,2026-02-25 18:51:45.391738
Border,5.77,5.94,2026-02-25 18:51:47.395789
ControlRoom,4.97,4.55,2026-02-25 18:51:49.399374
Warehouse,10.44,10.7,2026-02-25 18:51:51.403173
Border,11.56,10.45,2026-02-25 18:51:53.406827
Warehouse,4.21,1.16,2026-02-25 18:51:55.410655
Warehouse,8.84,6.76,2026-02-25 18:51:57.414670
ControlRoom,2.78,2.97,2026-02-25 18:51:59.418179
ControlRoom,1.06,5.84,2026-02-25 18:52:01.421870
ControlRoom,10.19,4.7,2026-02-25 18:52:03.424972
ControlRoom,14.0,0.78,2026-02-25 18:52:05.428956
Border,2.58,8.42,2026-02-25 18:52:07.432243
Border,6.02,8.62,2026-02-25 18:52:09.436367
ControlRoom,10.19,8.85,2026-02-25 18:52:11.440554
ControlRoom,0.13,4.07,2026-02-25 18:52:13.444945
Warehouse,10.71,2.24,2026-02-25 18:52:15.448682
ControlRoom,9.91,9.85,2026-02-25 18:52:17.454675
Border,4.19,11.6,2026-02-25 18:52:19.458798
Warehouse,1.88,3.75,2026-02-25 18:52:21.463083
ControlRoom,3.82,5.23,2026-02-25 18:52:23.466887
Warehouse,14.23,7.25,2026-02-25 18:52:25.470735
Border,12.49,6.85,2026-02-25 18:52:27.474904
ControlRoom,9.17,11.18,2026-02-25 18:52:29.479235
Border,13.66,6.08,2026-02-25 18:52:31.532154
Warehouse,12.95,6.88,2026-02-25 18:52:33.579422
Border,14.83,11.1,2026-02-25 18:52:35.585032
ControlRoom,7.92,8.38,2026-02-25 18:52:37.588555
Border,4.3,13.36,2026-02-25 18:52:39.592445
ControlRoom,12.87,7.81,2026-02-25 18:52:41.596379
ControlRoom,2.62,1.63,2026-02-25 18:52:43.600340
Warehouse,9.53,6.6,2026-02-25 18:52:45.604822
Border,8.11,13.07,2026-02-25 18:52:47.610652
Warehouse,0.89,5.32,2026-02-25 18:52:49.614577
ControlRoom,8.12,3.47,2026-02-25 18:52:51.619029
Warehouse,10.26,6.31,2026-02-25 18:52:53.622256
ControlRoom,14.66,2.65,2026-02-25 18:52:55.626591
ControlRoom,3.52,10.41,2026-02-25 18:52:57.630940
Border,14.1,11.64,2026-02-25 18:52:59.634920
Warehouse,1.01,1.62,2026-02-25 18:53:01.638611
ControlRoom,3.81,12.0,2026-02-25 18:53:03.642569
ControlRoom,1.36,0.54,2026-02-25 18:53:05.646535
ControlRoom,9.14,6.91,2026-02-25 18:53:07.650272
ControlRoom,0.58,11.44,2026-02-25 18:53:09.654612
Warehouse,2.16,10.63,2026-02-25 18:53:11.658741
Warehouse,13.85,11.63,2026-02-25 18:53:13.663027
Warehouse,11.46,4.24,2026-02-25 18:53:15.667622
ControlRoom,13.0,6.78,2026-02-25 18:53:17.672150
Border,6.28,4.74,2026-02-25 18:53:19.676266
Warehouse,5.25,7.7,2026-02-25 18:53:21.679754
Warehouse,2.64,2.0,2026-02-25 18:53:23.683725
ControlRoom,1.49,12.25,2026-02-25 18:53:25.687918
Warehouse,1.33,10.9,2026-02-25 18:53:27.692231
ControlRoom,7.8,5.88,2026-02-25 18:53:29.697646
Warehouse,12.54,11.73,2026-02-25 18:53:31.701840
Warehouse,6.53,4.73,2026-02-25 18:53:33.705652
Border,7.02,1.66,2026-02-25 18:53:35.709644
Border,0.17,4.74,2026-02-25 18:53:37.714695
Border,12.29,13.31,2026-02-25 18:53:39.718321
ControlRoom,11.38,3.38,2026-02-25 18:53:41.723830
Border,3.03,1.03,2026-02-25 18:53:43.727630
Warehouse,11.8,6.76,2026-02-25 18:53:45.731530
Border,14.65,6.0,2026-02-25 18:53:47.735877
Warehouse,1.59,10.62,2026-02-25 18:53:49.740723
ControlRoom,2.67,7.41,2026-02-25 18:53:51.744383
ControlRoom,10.38,6.38,2026-02-25 18:53:53.749533
ControlRoom,0.03,7.23,2026-02-25 18:53:55.757890
Warehouse,10.07,6.84,2026-02-25 18:53:57.762683
Warehouse,10.67,9.85,2026-02-25 18:53:59.767142
Border,10.22,3.91,2026-02-25 18:54:01.771116
Warehouse,3.28,14.67,2026-02-25 18:54:03.774976
Border,13.6,2.56,2026-02-25 18:54:05.778736
ControlRoom,6.62,4.64,2026-02-25 18:54:07.785943
ControlRoom,0.02,7.33,2026-02-25 18:54:09.790212
ControlRoom,2.25,11.59,2026-02-25 18:54:11.794573
Warehouse,4.05,6.07,2026-02-25 18:54:13.799134
Border,12.53,14.25,2026-02-25 18:54:15.802856
Warehouse,5.07,11.99,2026-02-25 18:54:17.807072
Warehouse,6.26,5.17,2026-02-25 18:54:19.811372
ControlRoom,11.19,14.89,2026-02-25 18:54:21.815785
Border,7.51,1.59,2026-02-25 18:54:23.820939
Warehouse,14.55,14.81,2026-02-25 18:54:25.825247
Warehouse,5.7,9.95,2026-02-25 18:54:27.829699
Border,6.66,13.92,2026-02-25 18:54:29.833630
ControlRoom,6.72,4.33,2026-02-25 18:54:31.838397
ControlRoom,13.9,10.6,2026-02-25 18:54:33.841986
ControlRoom,13.08,10.06,2026-02-25 18:54:35.851463
ControlRoom,9.11,14.93,2026-02-25 18:54:37.855995
Warehouse,7.82,13.96,2026-02-25 18:54:39.860840
Border,9.78,12.42,2026-02-25 18:54:41.868038
Border,5.64,5.51,2026-02-25 18:54:43.872735
Border,10.88,12.72,2026-02-25 18:54:45.876403
ControlRoom,7.68,4.81,2026-02-25 18:54:47.881676
Warehouse,14.86,11.72,2026-02-25 18:54:49.885641
ControlRoom,8.29,0.4,2026-02-25 18:54:51.890093
ControlRoom,4.81,13.87,2026-02-25 18:54:53.893703
Warehouse,7.69,1.21,2026-02-25 18:54:55.897607
Border,4.65,8.57,2026-02-25 18:54:57.901771
Border,6.84,7.54,2026-02-25 18:54:59.905436
Border,13.73,0.6,2026-02-25 18:55:01.909653
Border,8.13,8.63,2026-02-25 18:55:03.913753
Border,5.26,6.82,2026-02-25 18:55:05.917003
Border,8.98,5.96,2026-02-25 18:55:07.921167
ControlRoom,2.76,8.65,2026-02-25 18:55:09.924805
Warehouse,12.53,0.98,2026-02-25 18:55:11.928713
ControlRoom,10.37,5.6,2026-02-25 18:55:13.932986
ControlRoom,3.38,2.67,2026-02-25 18:55:15.937404
Warehouse,1.44,3.06,2026-02-25 18:55:17.940798
ControlRoom,11.39,7.35,2026-02-25 18:55:19.944492
ControlRoom,1.97,7.49,2026-02-25 18:55:21.948448
ControlRoom,11.94,1.43,2026-02-25 18:55:23.952905
Warehouse,13.05,8.64,2026-02-25 18:55:25.958002
Warehouse,0.8,2.99,2026-02-25 18:55:27.960971
Border,1.86,3.79,2026-02-25 18:55:29.967274
Border,14.54,2.63,2026-02-25 18:55:31.971135
ControlRoom,2.34,9.05,2026-02-25 18:55:33.974731
Border,7.23,6.73,2026-02-25 18:55:35.978618
Border,11.64,4.17,2026-02-25 18:55:37.982480
Border,7.73,8.58,2026-02-25 18:55:39.985993
Border,13.68,4.02,2026-02-25 18:55:41.989425
Border,12.58,6.1,2026-02-25 18:55:43.993532
Warehouse,9.31,13.11,2026-02-25 18:55:45.997462
Warehouse,9.71,8.93,2026-02-25 18:55:48.001657
ControlRoom,3.11,5.88,2026-02-25 18:55:50.005806
Border,12.92,3.07,2026-02-25 18:55:52.010143
Warehouse,1.68,9.12,2026-02-25 18:55:54.013814
ControlRoom,12.89,12.31,2026-02-25 18:55:56.018083
ControlRoom,0.18,11.04,2026-02-25 18:55:58.022238
Border,10.43,14.78,2026-02-25 18:56:00.028601
Warehouse,10.29,13.49,2026-02-25 18:56:02.032729
Border,8.49,12.37,2026-02-25 18:56:04.037380
Border,10.15,2.1,2026-02-25 18:56:06.041985
Border,4.17,6.82,2026-02-25 18:56:08.046394
Border,8.71,0.45,2026-02-25 18:56:10.050718
Border,12.04,5.11,2026-02-25 18:56:12.055704
Border,0.01,2.19,2026-02-25 18:56:14.060188
Border,11.99,0.23,2026-02-25 18:56:16.063623
Border,1.55,12.59,2026-02-25 18:56:18.069499
ControlRoom,14.14,1.56,2026-02-25 18:56:20.089414
Border,6.61,6.92,2026-02-25 18:56:22.098856
Border,14.1,0.16,2026-02-25 18:56:24.102659
Warehouse,12.22,9.9,2026-02-25 18:56:26.106401
ControlRoom,5.97,1.97,2026-02-25 18:56:28.110108
ControlRoom,14.26,2.97,2026-02-25 18:56:30.114592
ControlRoom,10.04,1.23,2026-02-25 18:56:32.118646
Border,0.25,0.61,2026-02-25 18:56:34.123590
ControlRoom,12.71,2.67,2026-02-25 18:56:36.128102
Border,12.66,1.03,2026-02-25 18:56:38.132002
Warehouse,9.29,7.2,2026-02-25 18:56:40.135926
Warehouse,6.43,2.62,2026-02-25 18:56:42.139510
Warehouse,11.6,0.3,2026-02-25 18:56:44.143706
Warehouse,8.87,2.4,2026-02-25 18:56:46.147357
Border,1.4,9.09,2026-02-25 18:56:48.151598
Border,10.07,5.47,2026-02-25 18:56:50.160605
Border,6.26,14.1,2026-02-25 18:56:52.164307
Warehouse,8.74,10.41,2026-02-25 18:56:54.167628
ControlRoom,13.19,10.4,2026-02-25 18:56:56.171400
Border,7.73,6.56,2026-02-25 18:56:58.174964
ControlRoom,11.85,3.01,2026-02-25 18:57:00.178292
Border,13.72,10.46,2026-02-25 18:57:02.182838
Warehouse,1.63,5.55,2026-02-25 18:57:04.185548
Border,2.99,3.61,2026-02-25 18:57:06.188908
Border,0.86,6.24,2026-02-25 18:57:08.192101
ControlRoom,7.13,6.22,2026-02-25 18:57:10.195515
Warehouse,3.23,2.19,2026-02-25 18:57:12.198759
Border,5.95,1.7,2026-02-25 18:57:14.202660
Warehouse,11.35,2.18,2026-02-25 18:57:16.206357
Border,13.0,4.02,2026-02-25 18:57:18.209183
ControlRoom,12.18,9.17,2026-02-25 18:57:20.212524
Warehouse,6.6,4.17,2026-02-25 18:57:22.215425
Warehouse,2.93,2.71,2026-02-25 18:57:24.217970
ControlRoom,11.48,8.25,2026-02-25 18:57:26.220593
ControlRoom,7.96,10.35,2026-02-25 18:57:28.223045
ControlRoom,4.01,13.09,2026-02-25 18:57:30.225267
ControlRoom,0.85,4.78,2026-02-25 18:57:32.228122
Warehouse,13.9,13.42,2026-02-25 18:57:34.231213
ControlRoom,14.03,5.36,2026-02-25 18:57:36.234220
Warehouse,6.42,11.83,2026-02-25 18:57:38.237306
ControlRoom,2.33,1.69,2026-02-25 18:57:40.239740
Warehouse,3.33,14.96,2026-02-25 18:57:42.243392
ControlRoom,5.96,6.49,2026-02-25 18:57:44.247607
Border,6.79,7.91,2026-02-25 18:57:46.251495
Warehouse,8.13,9.62,2026-02-25 18:57:48.259311
ControlRoom,11.3,9.27,2026-02-25 18:57:50.263153
ControlRoom,11.52,9.89,2026-02-25 18:57:52.266280
ControlRoom,7.01,0.99,2026-02-25 18:57:54.269981
Warehouse,8.02,11.39,2026-02-25 18:57:56.275245
Border,14.45,0.82,2026-02-25 18:57:58.281829
Border,9.02,2.07,2026-02-25 18:58:00.286148
ControlRoom,4.89,10.06,2026-02-25 18:58:02.290747
ControlRoom,2.87,9.94,2026-02-25 18:58:04.294592
Border,1.37,1.26,2026-02-25 18:58:06.298349
Warehouse,6.99,7.19,2026-02-25 18:58:08.302669
Warehouse,1.19,8.4,2026-02-25 18:58:10.306302
Border,11.18,13.15,2026-02-25 18:58:12.309807
Warehouse,0.48,8.29,2026-02-25 18:58:14.313955
Warehouse,0.63,13.93,2026-02-25 18:58:16.318808
Border,1.25,1.73,2026-02-25 18:58:18.322380
Warehouse,7.76,5.07,2026-02-25 18:58:20.326418
Border,5.67,7.84,2026-02-25 18:58:22.330421
Warehouse,12.01,13.93,2026-02-25 18:58:24.334512
Border,14.28,1.33,2026-02-25 18:58:26.338382
Border,2.15,10.96,2026-02-25 18:58:28.342258
ControlRoom,3.79,8.59,2026-02-25 18:58:30.345705
ControlRoom,1.49,9.65,2026-02-25 18:58:32.350044
Warehouse,10.72,5.36,2026-02-25 18:58:34.354068
ControlRoom,9.34,12.78,2026-02-25 18:58:36.357814
Border,8.81,14.3,2026-02-25 18:58:38.367498
Warehouse,0.72,4.23,2026-02-25 18:58:40.371122
Border,4.86,6.63,2026-02-25 18:58:42.375138
Warehouse,8.83,0.58,2026-02-25 18:58:44.379803
Warehouse,1.87,4.68,2026-02-25 18:58:46.384045
Warehouse,13.4,2.35,2026-02-25 18:58:48.389672
Border,12.41,2.13,2026-02-25 18:58:50.392678
ControlRoom,5.82,8.51,2026-02-25 18:58:52.396581
Warehouse,7.72,14.75,2026-02-25 18:58:54.400992
Border,8.44,13.05,2026-02-25 18:58:56.404935
Border,9.59,2.58,2026-02-25 18:58:58.408825
Warehouse,14.62,13.25,2026-02-25 18:59:00.411993
Warehouse,10.93,6.59,2026-02-25 18:59:02.415442
Warehouse,4.95,2.76,2026-02-25 18:59:04.419893
Warehouse,4.9,12.65,2026-02-25 18:59:06.424004
ControlRoom,7.92,1.12,2026-02-25 18:59:08.428061
ControlRoom,8.0,7.85,2026-02-25 18:59:10.431668
ControlRoom,10.8,14.5,2026-02-25 18:59:12.435840
Warehouse,5.92,0.95,2026-02-25 18:59:14.439968
Warehouse,6.92,9.86,2026-02-25 18:59:16.443828
ControlRoom,3.46,7.17,2026-02-25 18:59:18.448086
Border,1.51,12.43,2026-02-25 18:59:20.451689
Border,8.84,10.09,2026-02-25 18:59:22.455323
Warehouse,11.37,3.59,2026-02-25 18:59:24.459077
